04,EDEN,GB,SCO 4,AB10
04,EDEN,GB,SCO 4,AB11
04,EDEN,GB,SCO 4,AB12
04,EDEN,GB,SCO 4,AB13
04,EDEN,GB,SCO 4,AB14
04,EDEN,GB,SCO 4,AB15
04,EDEN,GB,SCO 4,AB16
04,EDEN,GB,SCO 4,AB21
04,EDEN,GB,SCO 4,AB22
04,EDEN,GB,SCO 4,AB23
04,EDEN,GB,SCO 4,AB24
04,EDEN,GB,SCO 4,AB25
04,EDEN,GB,SCO 5,AB30
04,EDEN,GB,SCO 5,AB31
04,EDEN,GB,SCO 5,AB32
04,EDEN,GB,SCO 5,AB33
04,EDEN,GB,SCO 5,AB34
04,EDEN,GB,SCO 5,AB35
04,EDEN,GB,SCO 5,AB36
04,EDEN,GB,SCO 5,AB37
04,EDEN,GB,SCO 5,AB38
04,EDEN,GB,SCO 5,AB39
04,EDEN,GB,SCO 5,AB41
04,EDEN,GB,SCO 5,AB42
04,EDEN,GB,SCO 5,AB43
04,EDEN,GB,SCO 5,AB44
04,EDEN,GB,SCO 5,AB45
04,EDEN,GB,SCO 5,AB51
04,EDEN,GB,SCO 5,AB52
04,EDEN,GB,SCO 5,AB53
04,EDEN,GB,SCO 5,AB54
04,EDEN,GB,SCO 5,AB55
04,EDEN,GB,SCO 5,AB56
04,EDEN,GB,SCO 5,AB99
04,EDEN,GB,SCO 4,DD1
04,EDEN,GB,SCO 4,DD2
04,EDEN,GB,SCO 4,DD3
04,EDEN,GB,SCO 4,DD4
04,EDEN,GB,SCO 4,DD5
04,EDEN,GB,SCO 4,DD6
04,EDEN,GB,SCO 4,DD7
04,EDEN,GB,SCO 4,DD8
04,EDEN,GB,SCO 4,DD9
04,EDEN,GB,SCO 4,DD10
04,EDEN,GB,SCO 4,DD11
04,EDEN,GB,SCO 3,DG1
04,EDEN,GB,SCO 3,DG2
04,EDEN,GB,SCO 3,DG3
04,EDEN,GB,SCO 3,DG4
04,EDEN,GB,SCO 3,DG5
04,EDEN,GB,SCO 3,DG6
04,EDEN,GB,SCO 3,DG7
04,EDEN,GB,SCO 3,DG8
04,EDEN,GB,SCO 3,DG9
04,EDEN,GB,SCO 3,DG10
04,EDEN,GB,SCO 3,DG11
04,EDEN,GB,SCO 3,DG12
04,EDEN,GB,SCO 3,DG13
04,EDEN,GB,SCO 3,DG14
04,EDEN,GB,SCO 3,DG16
04,EDEN,GB,SCO 1,EH1
04,EDEN,GB,SCO 1,EH2
04,EDEN,GB,SCO 1,EH3
04,EDEN,GB,SCO 1,EH4
04,EDEN,GB,SCO 1,EH5
04,EDEN,GB,SCO 1,EH6
04,EDEN,GB,SCO 1,EH7
04,EDEN,GB,SCO 1,EH8
04,EDEN,GB,SCO 1,EH9
04,EDEN,GB,SCO 1,EH10
